policy_id,customer_id,customer_age,customer_gender,marital_status,num_dependents,country,income_band,product_type,coverage_amount,premium,payment_frequency,policy_start_date,policy_end_date,tenure_months,renewal_count,acquisition_channel,agent_id,discount_applied,discount_rate,has_rider,num_riders,critical_illness_rider,disability_rider,late_payment_count,customer_service_calls,beneficiary_updated,premium_change_pct,churned,churn_reason,snapshot_date,data_version
P004557,C002880,35,M,Single,2,FR,High,Whole,102000.0,124.31,Monthly,2018-06-02,,74,6,Online,,False,,False,0,False,False,0,1,False,-0.05,False,,2024-06-30,v1.0
P004558,C001014,33,M,Married,1,US,High,Term,223000.0,173.79,Monthly,2024-05-05,,1,0,Online,,False,,False,0,False,False,1,0,False,0.05,False,,2024-06-30,v1.0
P004559,C001911,39,F,Divorced,1,US,Mid,Whole,261000.0,345.19,Quarterly,2015-11-22,,104,8,Online,,False,,True,0,False,False,1,0,False,0.01,False,,2024-06-30,v1.0
P004560,C000602,45,F,Divorced,2,IT,Mid,Universal,120000.0,127.76,Monthly,2020-03-27,,51,4,Agent,A1012,False,,True,2,False,False,0,0,False,-0.1,False,,2024-06-30,v1.0
P004561,C001799,59,M,Single,2,ES,Mid,Term,74000.0,61.45,Monthly,2012-01-02,,152,12,Employer,,True,0.22,False,0,False,False,2,0,False,-0.06,False,,2024-06-30,v1.0
P004562,C000690,28,M,Widowed,1,US,Low,Term,191000.0,156.72,Quarterly,2021-03-08,,40,3,Bank,,False,,False,0,False,False,0,1,False,-0.15,False,,2024-06-30,v1.0
P004563,C000493,41,M,Single,1,IT,High,Term,273000.0,180.61,Monthly,2023-01-13,,17,1,Agent,A1059,False,,False,0,False,False,0,0,False,0.04,False,,2024-06-30,v1.0
P004564,C000489,46,M,Married,1,US,High,Universal,49000.0,40.1,Monthly,2023-08-19,,10,0,Employer,,True,0.05,True,1,False,False,1,2,False,0.02,False,,2024-06-30,v1.0
P004565,C002768,22,M,Married,2,FR,Mid,Term,155000.0,111.75,Monthly,2017-08-31,2027-05-11,118,9,Online,,True,0.24,False,0,False,False,0,0,True,0.02,True,Replacement,2024-06-30,v1.0
P004566,C002556,34,M,Single,3,US,Low,Whole,317000.0,388.37,Annual,2024-02-03,2027-09-15,44,3,Agent,A1077,False,,False,0,False,False,1,0,False,0.09,True,Price,2024-06-30,v1.0
P004567,C000389,36,U,Single,0,ES,High,Term,529000.0,341.8,Quarterly,2020-07-21,,48,4,Agent,A1004,False,,False,0,False,False,1,1,False,0.01,False,,2024-06-30,v1.0
P004568,C000294,35,F,Married,0,DE,Mid,Term,157000.0,142.03,Monthly,2016-01-15,,102,8,Agent,A1006,False,,False,0,False,False,0,1,False,0.12,False,,2024-06-30,v1.0
P004569,C001392,47,M,Married,1,US,Low,Term,445000.0,372.88,Monthly,2017-07-09,,84,7,Employer,,False,,True,0,False,False,0,0,False,0.01,False,,2024-06-30,v1.0
P004570,C002843,43,M,Single,0,US,Low,Term,270000.0,207.54,Quarterly,2015-05-19,,111,9,Agent,A1017,True,0.22,False,0,False,False,2,0,False,0.1,False,,2024-06-30,v1.0
P004571,C002912,38,F,Married,3,US,Low,Term,274000.0,206.87,Monthly,2013-04-19,2020-10-09,91,7,Agent,A1066,True,0.09,True,2,False,True,1,1,False,-0.12,True,Price,2024-06-30,v1.0
P004572,C001717,50,M,Divorced,0,DE,,Term,85000.0,59.18,Monthly,2017-03-22,,88,7,Online,,False,,False,0,False,False,0,1,False,-0.0,False,,2024-06-30,v1.0
P004573,C002596,65,F,Married,5,IT,Low,Whole,1189000.0,1521.84,Monthly,2022-01-14,,29,2,Agent,A1076,False,,False,0,False,False,2,1,True,-0.0,False,,2024-06-30,v1.0
P004574,C000648,64,F,Single,1,FR,Low,Universal,157000.0,157.38,Quarterly,2020-10-06,,45,3,Agent,A1048,False,,True,2,False,True,0,2,False,0.14,False,,2024-06-30,v1.0
P004575,C001873,21,F,Single,1,FR,High,Term,173000.0,108.83,Annual,2018-12-16,,67,5,Agent,A1027,False,,False,0,False,False,2,0,False,-0.01,False,,2024-06-30,v1.0
P004576,C000567,51,M,Married,1,FR,Ultra,Whole,213000.0,285.33,Monthly,2021-12-11,,31,2,Bank,,False,,False,0,False,False,1,0,True,-0.13,False,,2024-06-30,v1.0
P004577,C002900,42,F,Married,1,ES,Low,Universal,357000.0,374.18,Monthly,2021-06-05,,37,3,Online,,False,,True,1,True,False,0,0,False,0.04,False,,2024-06-30,v1.0
P004578,C002817,46,F,Married,2,FR,Low,Term,591000.0,428.57,Monthly,2017-04-24,,87,7,Online,,False,,True,2,False,False,2,0,True,-0.16,False,,2024-06-30,v1.0
P004579,C000444,40,F,Divorced,1,US,Mid,Whole,333000.0,513.21,Monthly,2014-10-16,2018-01-28,40,3,Agent,A1052,False,,True,2,False,False,3,0,False,0.01,True,Replacement,2024-06-30,v1.0
P004580,C000362,46,F,Married,5,FR,Low,Whole,161000.0,182.97,Monthly,2021-11-02,,32,2,Bank,,False,,False,0,False,False,2,1,False,0.02,False,,2024-06-30,v1.0
P004581,C002170,46,M,Single,1,US,Low,Term,493000.0,368.42,Monthly,2019-07-27,,60,5,Online,,False,,False,0,False,False,0,0,False,-0.03,False,,2024-06-30,v1.0
P004582,C001211,38,M,Widowed,2,ES,Low,Term,62000.0,58.69,Monthly,2024-01-31,,5,0,Agent,A1058,False,,True,3,True,False,0,0,True,-0.07,False,,2024-06-30,v1.0
P004583,C000741,34,F,Married,0,US,High,Term,92000.0,69.38,Monthly,2017-02-05,,90,7,Online,,False,,True,1,True,True,0,2,False,0.02,False,,2024-06-30,v1.0
P004584,C002041,39,F,Married,1,US,Ultra,Whole,79000.0,117.98,Monthly,2016-09-19,,94,7,Agent,A1017,False,,False,0,False,False,0,2,False,0.03,False,,2024-06-30,v1.0
P004585,C000679,47,F,Widowed,2,US,High,Term,116000.0,74.68,Quarterly,2018-06-10,,73,6,Agent,A1007,True,0.09,False,0,False,False,1,2,False,0.02,False,,2024-06-30,v1.0
P004586,C002467,52,F,Widowed,0,DE,Mid,Term,303000.0,197.79,Monthly,2024-05-01,,2,0,Bank,,False,,False,0,False,False,1,1,False,0.04,False,,2024-06-30,v1.0
P004587,C001642,55,M,Married,1,US,Mid,Whole,180000.0,274.19,Quarterly,2012-12-24,,140,11,Agent,A1063,True,0.08,False,0,False,False,0,1,True,0.1,False,,2024-06-30,v1.0
P004588,C001572,39,M,Single,1,ES,Mid,Term,156000.0,102.0,Monthly,2019-05-27,2024-08-28,64,5,Online,,True,0.08,False,0,False,False,1,1,False,-0.17,True,Unknown,2024-06-30,v1.0
P004589,C001358,48,F,Widowed,0,US,Mid,Term,194000.0,149.65,Monthly,2013-12-27,,127,10,Online,,False,,True,2,False,True,0,0,False,0.05,False,,2024-06-30,v1.0
P004590,C002139,56,M,Married,0,US,Mid,Term,128000.0,121.46,Monthly,2012-12-25,,140,11,Online,,False,,False,0,False,False,0,0,False,0.06,False,,2024-06-30,v1.0
P004591,C000062,58,F,Married,0,US,Mid,Universal,69000.0,57.14,Quarterly,2017-05-16,,86,7,Agent,A1089,True,0.17,False,0,False,False,1,0,False,0.12,False,,2024-06-30,v1.0
P004592,C002559,44,M,Married,2,US,Low,Term,47000.0,39.72,Monthly,2011-11-10,2014-02-27,28,2,Agent,A1040,False,,False,0,False,False,0,1,True,-0.01,True,Life Event,2024-06-30,v1.0
P004593,C001162,42,F,Married,1,US,Low,Term,374000.0,310.78,Monthly,2010-03-20,,173,14,Online,,True,0.14,False,0,False,False,2,0,False,0.05,False,,2024-06-30,v1.0
P004594,C001228,47,F,Divorced,0,US,Ultra,Term,96000.0,74.02,Monthly,2023-03-22,,15,1,Bank,,False,,False,0,False,False,1,1,False,-0.08,False,,2024-06-30,v1.0
P004595,C002819,31,M,Married,0,US,Low,Term,93000.0,74.31,Annual,2013-12-29,,127,10,Agent,A1028,False,,True,2,False,True,1,1,False,0.09,False,,2024-06-30,v1.0
P004596,C000255,42,M,Divorced,1,US,Low,Whole,74000.0,83.16,Annual,2016-09-18,,94,7,Agent,A1098,False,,False,0,False,False,0,1,False,0.03,False,,2024-06-30,v1.0
P004597,C000134,53,F,Divorced,1,US,Mid,Universal,136000.0,138.44,Quarterly,2018-11-12,,68,5,Agent,A1035,False,,False,0,False,False,1,2,False,-0.1,False,,2024-06-30,v1.0
P004598,C000874,52,U,Divorced,2,FR,Low,Whole,307000.0,354.32,Monthly,2020-07-20,,48,4,Online,,False,,True,2,True,False,2,1,False,0.08,False,,2024-06-30,v1.0
P004599,C000821,41,F,Married,1,US,Low,Term,116000.0,80.5,Quarterly,2016-09-30,,94,7,Agent,A1063,False,,False,0,False,False,0,1,False,0.11,False,,2024-06-30,v1.0
P004600,C002135,47,M,Divorced,1,US,Low,Term,192000.0,161.4,Monthly,2021-05-30,2022-04-25,11,0,Agent,A1006,False,,False,0,False,False,0,2,False,0.04,True,Life Event,2024-06-30,v1.0
P004601,C000822,35,M,Married,1,US,,Term,38000.0,30.0,Quarterly,2010-06-15,,170,14,Online,,False,,True,1,False,False,1,2,False,0.21,False,,2024-06-30,v1.0
P004602,C000973,53,M,Single,0,UK,Low,Term,169000.0,117.96,Annual,2020-08-22,,46,3,Online,,False,,True,1,False,False,0,0,False,0.07,False,,2024-06-30,v1.0
P004603,C002981,44,M,Divorced,2,US,Mid,Whole,158000.0,156.77,Monthly,2016-10-14,,93,7,Agent,A1007,False,,False,0,False,False,0,0,False,0.01,False,,2024-06-30,v1.0
P004604,C001777,41,F,Married,2,UK,Low,Term,55000.0,34.45,Annual,2012-02-08,,150,12,Online,,True,0.17,True,2,False,False,1,0,False,0.04,False,,2024-06-30,v1.0
P004605,C000120,40,F,Single,1,ES,Low,Term,48000.0,26.66,Annual,2017-10-28,,81,6,Employer,,False,,False,0,False,False,1,1,False,-0.1,False,,2024-06-30,v1.0
P004606,C001637,44,M,Single,0,US,High,Term,82000.0,49.31,Monthly,2022-02-06,2029-08-28,92,7,Agent,A1043,False,,False,0,False,False,0,0,False,0.02,True,Life Event,2024-06-30,v1.0
P004607,C001364,39,M,Single,1,US,,Term,64000.0,40.83,Quarterly,2015-06-21,2023-01-10,92,7,Online,,False,,True,1,False,True,1,0,False,0.02,True,Life Event,2024-06-30,v1.0
P004608,C001007,52,M,Married,0,US,Mid,Whole,268000.0,330.87,Monthly,2014-04-10,,124,10,Agent,A1052,True,0.05,False,0,False,False,1,0,False,-0.0,False,,2024-06-30,v1.0
P004609,C000924,40,F,Married,1,US,Low,Term,203000.0,121.73,Quarterly,2022-03-22,,27,2,Agent,A1089,True,0.24,True,0,False,True,2,0,False,0.06,False,,2024-06-30,v1.0
P004610,C000644,64,F,Single,0,US,Low,Whole,237000.0,313.93,Monthly,2010-07-04,,170,14,Agent,A1028,False,,False,0,False,False,0,0,True,0.01,False,,2024-06-30,v1.0
P004611,C002032,62,F,Divorced,1,US,,Whole,273000.0,400.24,Monthly,2016-02-06,2020-07-14,54,4,Online,,False,,False,0,False,False,0,1,True,0.08,True,Life Event,2024-06-30,v1.0
P004612,C002761,34,M,Single,2,IT,Low,Term,50000.0,41.32,Monthly,2023-09-08,,9,0,Agent,A1085,False,,False,0,False,False,0,1,False,0.03,False,,2024-06-30,v1.0
P004613,C002907,45,F,Married,0,US,High,Universal,214000.0,200.03,Quarterly,2023-10-27,,8,0,Employer,,False,,False,0,False,False,0,0,False,0.03,False,,2024-06-30,v1.0
P004614,C002068,37,M,Married,0,US,,Term,239000.0,169.35,Annual,2012-01-21,,151,12,Online,,False,,False,0,False,False,0,1,True,-0.04,False,,2024-06-30,v1.0
P004615,C000241,41,M,Married,0,FR,Mid,Term,182000.0,126.83,Monthly,2019-08-15,,59,4,Agent,A1022,True,0.05,False,0,False,False,0,0,False,0.06,False,,2024-06-30,v1.0
P004616,C002502,69,F,Married,2,US,Mid,Whole,196000.0,319.95,Monthly,2021-07-15,,36,3,Online,,False,,False,0,False,False,0,0,False,0.02,False,,2024-06-30,v1.0
P004617,C002668,41,F,Single,2,US,Mid,Term,89000.0,64.23,Quarterly,2011-10-12,,154,12,Agent,A1011,False,,False,0,False,False,0,0,False,0.09,False,,2024-06-30,v1.0
P004618,C002350,49,M,Divorced,2,UK,Low,Term,190000.0,165.3,Monthly,2023-08-12,,10,0,Agent,A1032,False,,False,0,False,False,0,0,False,-0.12,False,,2024-06-30,v1.0
P004619,C001619,51,M,Single,2,US,Mid,Universal,115000.0,96.28,Annual,2011-11-07,,153,12,Online,,False,,False,0,False,False,0,0,True,0.13,False,,2024-06-30,v1.0
P004620,C000802,32,M,Widowed,2,FR,High,Whole,401000.0,464.08,Quarterly,2020-11-02,2021-07-30,9,0,Agent,A1040,False,,True,0,False,False,0,0,False,0.14,True,Price,2024-06-30,v1.0
P004621,C000963,34,M,Married,1,US,Low,Term,182000.0,116.39,Annual,2011-10-05,,155,12,Agent,A1013,False,,False,1,True,True,1,0,False,-0.02,False,,2024-06-30,v1.0
P004622,C000068,30,F,Married,1,UK,,Whole,187000.0,220.46,Quarterly,2016-07-08,,97,8,Online,,False,,True,2,False,False,0,0,True,-0.1,False,,2024-06-30,v1.0
P004623,C001152,34,F,Married,2,DE,Mid,Whole,165000.0,186.49,Quarterly,2022-04-20,,26,2,Agent,A1087,False,,False,0,False,False,0,1,False,0.03,False,,2024-06-30,v1.0
P004624,C000195,18,M,Single,0,US,,Term,134000.0,82.76,Monthly,2018-04-22,,75,6,Online,,False,,False,0,False,False,0,1,False,-0.04,False,,2024-06-30,v1.0
P004625,C002187,51,M,Married,1,US,Low,Whole,189000.0,227.03,Monthly,2017-05-14,,86,7,Bank,,False,,False,0,False,False,0,1,True,-0.02,False,,2024-06-30,v1.0
P004626,C002330,69,M,Widowed,1,US,High,Universal,142000.0,130.31,Monthly,2014-05-18,,123,10,Online,,False,,True,0,True,False,1,2,False,0.06,False,,2024-06-30,v1.0
P004627,C002359,46,F,Single,1,IT,Mid,Universal,61000.0,40.83,Annual,2018-06-14,,73,6,Bank,,False,,False,0,False,False,2,0,False,0.04,False,,2024-06-30,v1.0
P004628,C000745,28,M,Married,2,DE,High,Term,177000.0,127.54,Quarterly,2015-07-26,,108,9,Agent,A1068,False,,False,0,False,False,0,1,False,0.01,False,,2024-06-30,v1.0
P004629,C001688,37,F,Married,1,US,High,Term,169000.0,115.18,Monthly,2014-07-24,,120,10,Agent,A1022,False,,False,0,False,False,1,0,False,0.03,False,,2024-06-30,v1.0
P004630,C000276,39,M,Married,3,DE,Low,Whole,92000.0,143.79,Monthly,2015-06-02,,110,9,Online,,False,,False,0,False,False,1,1,False,-0.07,False,,2024-06-30,v1.0
P004631,C000060,32,F,Single,2,DE,Low,Term,176000.0,120.97,Monthly,2012-02-18,2017-11-18,70,5,Employer,,False,,True,2,True,False,0,0,False,0.03,True,Replacement,2024-06-30,v1.0
P004632,C001913,55,F,Married,1,ES,High,Whole,208000.0,216.94,Quarterly,2017-11-22,,80,6,Online,,False,,False,0,False,False,0,0,True,0.03,False,,2024-06-30,v1.0
P004633,C002099,54,F,Widowed,2,US,Mid,Term,84000.0,74.68,Monthly,2020-07-29,,47,3,Online,,True,0.22,True,1,False,False,0,0,False,0.02,False,,2024-06-30,v1.0
P004634,C002200,31,F,Single,2,IT,Low,Whole,321000.0,460.48,Monthly,2011-08-31,2021-01-10,114,9,Agent,A1062,True,0.12,True,2,False,False,0,1,False,0.16,True,Price,2024-06-30,v1.0
P004635,C001772,53,F,Married,0,US,High,Term,383000.0,338.43,Monthly,2012-01-21,,151,12,Online,,True,0.07,True,1,True,True,1,1,False,0.16,False,,2024-06-30,v1.0
P004636,C001334,63,F,Married,1,IT,Mid,Universal,100000.0,105.79,Monthly,2011-06-25,,158,13,Online,,True,0.14,True,3,False,False,0,0,False,0.14,False,,2024-06-30,v1.0
P004637,C001837,67,M,Married,1,US,,Term,161000.0,93.72,Monthly,2010-05-25,,171,14,Online,,False,,False,0,False,False,1,0,False,0.03,False,,2024-06-30,v1.0
P004638,C002591,79,M,Married,0,US,Mid,Term,360000.0,302.86,Monthly,2012-09-17,2014-01-10,16,1,Agent,A1066,False,,False,0,False,False,0,0,False,0.07,True,Unknown,2024-06-30,v1.0
P004639,C000566,34,M,Married,1,FR,High,Whole,45000.0,55.17,Annual,2017-06-15,,85,7,Online,,False,,False,1,True,True,1,0,False,0.18,False,,2024-06-30,v1.0
P004640,C001571,78,F,Single,0,FR,Low,Term,564000.0,415.25,Monthly,2014-09-08,,119,9,Online,,False,,False,0,False,False,1,0,False,0.04,False,,2024-06-30,v1.0
P004641,C000621,40,F,Divorced,1,US,Mid,Term,159000.0,151.82,Monthly,2019-05-06,,62,5,Agent,A1089,False,,True,4,True,False,0,0,True,-0.03,False,,2024-06-30,v1.0
P004642,C002025,37,M,Divorced,0,UK,,Universal,255000.0,303.23,Monthly,2018-05-27,,74,6,Online,,False,,False,0,False,False,1,2,False,0.05,False,,2024-06-30,v1.0
P004643,C001200,48,F,Single,0,US,High,Whole,64000.0,76.95,Quarterly,2013-01-15,,139,11,Agent,A1098,False,,True,5,True,False,1,0,True,0.08,False,,2024-06-30,v1.0
P004644,C000313,38,F,Married,2,US,High,Whole,81000.0,116.55,Monthly,2021-02-14,,41,3,Agent,A1069,False,,True,2,False,False,0,0,True,0.06,False,,2024-06-30,v1.0
P004645,C002854,49,F,Married,0,US,,Term,76000.0,50.81,Monthly,2012-10-13,,142,11,Online,,False,,False,0,False,False,0,1,False,0.07,False,,2024-06-30,v1.0
P004646,C002895,29,F,Widowed,2,US,Mid,Whole,100000.0,134.38,Monthly,2020-08-28,,46,3,Employer,,False,,True,1,False,False,0,0,True,0.13,False,,2024-06-30,v1.0
P004647,C002144,42,U,Widowed,1,UK,Mid,Term,29000.0,17.86,Monthly,2023-11-05,,7,0,Agent,A1030,False,,False,0,False,False,1,1,True,0.22,False,,2024-06-30,v1.0
P004648,C002928,60,M,Divorced,0,US,Mid,Term,65000.0,51.34,Monthly,2013-07-04,,133,11,Agent,A1034,False,,False,0,False,False,0,1,False,0.24,False,,2024-06-30,v1.0
P004649,C001236,44,M,Single,4,US,Ultra,Whole,117000.0,158.61,Monthly,2019-01-18,,66,5,Bank,,False,,False,0,False,False,1,1,False,0.01,False,,2024-06-30,v1.0
P004650,C002876,46,F,Divorced,1,ES,Mid,Term,55000.0,43.68,Monthly,2022-03-28,,27,2,Employer,,False,,False,0,False,False,0,1,False,0.03,False,,2024-06-30,v1.0
P004651,C000136,50,M,Divorced,0,US,Ultra,Universal,425000.0,456.76,Monthly,2014-06-08,,122,10,Agent,A1012,False,,True,1,False,False,1,3,False,0.24,False,,2024-06-30,v1.0
P004652,C001029,59,M,Married,1,DE,Mid,Whole,328000.0,336.83,Quarterly,2015-03-20,,113,9,Online,,False,,False,0,False,False,0,0,False,0.04,False,,2024-06-30,v1.0
P004653,C002156,25,F,Married,1,IT,Low,Whole,125000.0,176.25,Annual,2014-05-25,,122,10,Agent,A1005,False,,True,0,True,True,0,0,False,0.04,False,,2024-06-30,v1.0
P004654,C002594,52,F,Married,1,US,High,Whole,315000.0,356.32,Monthly,2011-09-03,,156,13,Agent,A1043,True,0.18,False,0,False,False,0,2,False,-0.06,False,,2024-06-30,v1.0
P004655,C000661,41,F,Married,0,US,Low,Term,190000.0,121.26,Monthly,2021-09-01,,34,2,Bank,,False,,False,0,False,False,0,1,False,0.14,False,,2024-06-30,v1.0
P004656,C002472,46,M,Single,1,UK,,Term,45000.0,34.15,Monthly,2022-07-31,,23,1,Online,,False,,False,0,False,False,2,1,False,-0.02,False,,2024-06-30,v1.0
P004657,C002677,57,F,Single,1,UK,Mid,Term,203000.0,153.29,Monthly,2024-04-13,,2,0,Agent,A1068,False,,True,1,False,True,0,2,True,0.17,False,,2024-06-30,v1.0
P004658,C002308,30,M,Single,2,UK,High,Term,112000.0,88.82,Monthly,2022-01-23,,29,2,Online,,True,0.2,True,1,False,True,3,1,False,-0.01,False,,2024-06-30,v1.0
P004659,C000086,32,M,Married,0,UK,Low,Universal,243000.0,296.59,Monthly,2015-07-08,,109,9,Agent,A1043,False,,False,0,False,False,0,1,False,0.11,False,,2024-06-30,v1.0
P004660,C002512,21,F,Single,0,ES,High,Term,70000.0,37.68,Annual,2015-04-20,,111,9,Online,,False,,False,0,False,False,0,0,False,-0.01,False,,2024-06-30,v1.0
P004661,C002123,38,M,Married,2,US,High,Whole,307000.0,441.0,Quarterly,2020-02-05,,53,4,Agent,A1094,False,,False,1,False,False,0,2,False,-0.05,False,,2024-06-30,v1.0
P004662,C002518,60,M,Single,2,FR,Low,Whole,438000.0,449.68,Annual,2013-07-19,2014-02-14,7,0,Agent,A1060,False,,True,1,False,False,1,1,False,0.12,True,Price,2024-06-30,v1.0
P004663,C002461,43,F,Divorced,1,US,High,Whole,278000.0,280.97,Monthly,2016-05-19,,98,8,Agent,A1098,False,,True,0,False,False,1,0,False,0.03,False,,2024-06-30,v1.0
P004664,C002872,28,M,Divorced,1,US,Low,Whole,60000.0,69.18,Annual,2017-04-13,,87,7,Agent,A1094,True,0.08,True,0,False,False,3,0,False,-0.08,False,,2024-06-30,v1.0
P004665,C002942,39,F,Divorced,0,US,Low,Term,839000.0,573.09,Quarterly,2014-12-19,,116,9,Employer,,False,,False,0,False,False,2,0,False,0.07,False,,2024-06-30,v1.0
P004666,C002773,27,F,Married,0,US,,Universal,227000.0,208.93,Annual,2012-12-05,,140,11,Online,,False,,True,0,False,False,0,0,False,-0.07,False,,2024-06-30,v1.0
P004667,C002504,31,U,Single,2,FR,Mid,Universal,127000.0,157.79,Monthly,2022-08-03,,23,1,Bank,,False,,True,2,False,False,1,1,False,0.04,False,,2024-06-30,v1.0
P004668,C001308,49,M,Married,1,US,Mid,Whole,325000.0,464.27,Quarterly,2020-02-01,,53,4,Bank,,False,,False,0,False,False,1,1,False,0.06,False,,2024-06-30,v1.0
P004669,C001700,30,F,Single,1,US,Mid,Universal,658000.0,626.68,Monthly,2022-01-26,,29,2,Online,,False,,True,3,True,False,1,0,False,0.01,False,,2024-06-30,v1.0
P004670,C002700,58,M,Widowed,3,US,Low,Term,56000.0,28.13,Monthly,2022-02-08,2029-10-29,94,7,Online,,True,0.18,False,0,False,False,2,0,False,0.13,True,Replacement,2024-06-30,v1.0
P004671,C002719,44,F,Single,0,US,Mid,Term,322000.0,234.62,Monthly,2014-09-28,,118,9,Agent,A1019,False,,True,0,False,False,0,0,True,0.08,False,,2024-06-30,v1.0
P004672,C000494,46,M,Married,3,FR,Low,Whole,187000.0,204.53,Quarterly,2023-10-29,,8,0,Agent,A1016,False,,False,0,False,False,0,0,True,-0.05,False,,2024-06-30,v1.0
P004673,C001647,41,M,Married,0,FR,Low,Whole,168000.0,175.03,Annual,2022-08-17,,22,1,Bank,,False,,True,0,False,False,0,0,False,0.02,False,,2024-06-30,v1.0
P004674,C001942,54,F,Widowed,4,FR,High,Term,125000.0,66.98,Quarterly,2024-01-17,,5,0,Online,,False,,False,0,False,False,0,0,True,0.07,False,,2024-06-30,v1.0
P004675,C001068,54,M,Married,1,UK,Ultra,Term,35000.0,20.71,Annual,2012-02-14,,150,12,Bank,,False,,True,2,False,False,0,1,True,-0.0,False,,2024-06-30,v1.0
P004676,C001424,49,M,Married,3,UK,,Term,210000.0,143.07,Monthly,2012-09-13,,143,11,Online,,False,,False,0,False,False,1,1,False,0.02,False,,2024-06-30,v1.0
P004677,C000596,51,M,Married,0,US,Low,Universal,27000.0,22.83,Quarterly,2016-06-18,,97,8,Bank,,False,,False,0,False,False,3,4,True,0.04,False,,2024-06-30,v1.0
P004678,C000449,42,F,Married,1,DE,,Whole,146000.0,143.35,Monthly,2018-01-28,,78,6,Online,,True,0.18,True,1,True,True,0,1,False,0.07,False,,2024-06-30,v1.0
P004679,C000484,51,M,Single,2,US,High,Term,105000.0,75.47,Monthly,2022-05-13,,25,2,Bank,,False,,False,0,False,False,1,3,True,0.17,False,,2024-06-30,v1.0
P004680,C000645,40,M,Divorced,1,ES,Low,Universal,115000.0,121.4,Annual,2024-03-22,,3,0,Agent,A1076,False,,True,0,False,False,0,1,False,-0.19,False,,2024-06-30,v1.0
P004681,C002667,45,M,Married,1,ES,Low,Term,33000.0,19.65,Annual,2019-06-07,,61,5,Agent,A1017,False,,False,0,False,False,0,2,False,0.06,False,,2024-06-30,v1.0
P004682,C001629,41,F,Single,2,IT,High,Term,280000.0,140.5,Quarterly,2019-04-24,2028-04-06,109,9,Agent,A1025,False,,False,0,False,False,1,2,False,0.01,True,Price,2024-06-30,v1.0
P004683,C000661,39,F,Divorced,4,US,Mid,Term,41000.0,35.68,Quarterly,2021-01-22,,41,3,Agent,A1055,True,0.05,False,0,False,False,0,0,False,0.01,False,,2024-06-30,v1.0
P004684,C000757,36,M,Married,1,US,,Term,78000.0,44.02,Monthly,2020-04-30,,50,4,Online,,False,,False,0,False,False,2,2,True,0.03,False,,2024-06-30,v1.0
P004685,C000288,50,M,Divorced,1,IT,Low,Term,102000.0,77.22,Monthly,2012-10-30,,142,11,Employer,,False,,True,5,True,False,1,1,False,0.12,False,,2024-06-30,v1.0
P004686,C000720,60,M,Divorced,1,DE,High,Term,120000.0,76.02,Quarterly,2011-03-26,,161,13,Agent,A1011,False,,True,3,False,False,3,0,False,-0.04,False,,2024-06-30,v1.0
P004687,C000637,59,M,Divorced,2,DE,Mid,Universal,196000.0,194.95,Monthly,2011-10-26,,154,12,Online,,False,,True,0,True,False,0,1,False,0.21,False,,2024-06-30,v1.0
P004688,C002282,29,M,Single,3,US,Low,Term,152000.0,107.12,Monthly,2018-02-25,,77,6,Bank,,False,,False,0,False,False,0,1,False,-0.01,False,,2024-06-30,v1.0
P004689,C002463,60,F,Single,1,FR,High,Term,580000.0,483.48,Monthly,2016-10-17,,93,7,Bank,,False,,False,0,False,False,0,0,True,-0.02,False,,2024-06-30,v1.0
P004690,C002985,41,F,Divorced,1,UK,High,Whole,268000.0,348.13,Monthly,2019-04-26,,63,5,Agent,A1018,False,,True,0,False,True,1,0,False,0.05,False,,2024-06-30,v1.0
P004691,C000498,52,F,Divorced,0,US,,Whole,255000.0,380.06,Monthly,2020-02-17,,53,4,Online,,False,,False,0,False,False,2,0,False,0.05,False,,2024-06-30,v1.0
P004692,C000633,34,M,Married,0,IT,Mid,Universal,100000.0,148.2,Monthly,2019-10-29,,56,4,Agent,A1057,True,0.11,False,0,False,False,1,1,False,0.12,False,,2024-06-30,v1.0
P004693,C001673,46,F,Married,1,US,Low,Term,185000.0,128.76,Annual,2022-05-04,,26,2,Agent,A1087,False,,True,0,False,True,0,1,False,0.1,False,,2024-06-30,v1.0
P004694,C002030,48,F,Single,1,DE,Mid,Whole,149000.0,176.36,Annual,2015-08-17,,108,9,Agent,A1090,False,,False,0,False,False,0,0,False,0.01,False,,2024-06-30,v1.0
P004695,C000114,27,F,Widowed,2,US,Low,Term,107000.0,78.52,Monthly,2018-09-08,2019-09-03,12,1,Agent,A1009,True,0.24,False,0,False,False,0,0,True,0.01,True,Replacement,2024-06-30,v1.0
P004696,C002979,52,F,Single,0,UK,Low,Term,1380000.0,1087.57,Quarterly,2022-08-01,,23,1,Agent,A1075,True,0.19,True,0,True,False,1,0,False,-0.06,False,,2024-06-30,v1.0
P004697,C000673,61,M,Single,1,US,Mid,Term,442000.0,351.95,Monthly,2010-08-18,2011-02-14,6,0,Online,,False,,False,0,False,False,3,0,True,0.21,True,Life Event,2024-06-30,v1.0
P004698,C001736,42,M,Married,0,US,Mid,Term,82000.0,52.5,Quarterly,2014-11-28,,116,9,Agent,A1046,False,,True,1,True,False,1,0,True,0.14,False,,2024-06-30,v1.0
